sample_name	altitude	altitude_m	anonymized_name	collection_timestamp	country	cultivar	daily_high	daily_low	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	growth_data	growth_stage	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	perturbation	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	weather_conditions	weekly_ave_high	weekly_ave_low
1642.MS00175	0	0.0	MS00175	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00175	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00175	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00176	0	0.0	MS00176	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00176	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00176	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00177	0	0.0	MS00177	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00177	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00177	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00178	0	0.0	MS00178	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00178	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00178	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00179	0	0.0	MS00179	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00179	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00179	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00180	0	0.0	MS00180	2011-07-13	GAZ:Japan	W1514	26	23	0	Not applicable	Bulk soil W1514 MS00180	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	tillering/elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00180	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110610 FIPROINIL granule (see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	sunny	28	24
1642.MS00181	0	0.0	MS00181	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil W1514 MS00181	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00181	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072011	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00182	0	0.0	MS00182	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00182	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00182	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072012	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00183	0	0.0	MS00183	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00183	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00183	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072013	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00184	0	0.0	MS00184	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00184	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00184	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072014	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00185	0	0.0	MS00185	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00185	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00185	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072015	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00186	0	0.0	MS00186	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00186	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00186	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072016	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00187	0	0.0	MS00187	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00187	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00187	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072017	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00188	0	0.0	MS00188	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00188	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00188	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072018	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00189	0	0.0	MS00189	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00189	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00189	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072019	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00190	0	0.0	MS00190	2011-07-20	GAZ:Japan	Nipponbare	25	24	0	Not applicable	Bulk soil Nipponbare MS00190	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00190	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	After Typhoon Ma-on struk 19072020	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00191	0	0.0	MS00191	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00191	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00191	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00192	0	0.0	MS00192	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00192	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00192	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00193	0	0.0	MS00193	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00193	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00193	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00194	0	0.0	MS00194	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00194	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00194	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00195	0	0.0	MS00195	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00195	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00195	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00196	0	0.0	MS00196	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00196	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00196	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00197	0	0.0	MS00197	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00197	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00197	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00198	0	0.0	MS00198	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00198	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00198	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00199	0	0.0	MS00199	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00199	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00199	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
1642.MS00200	0	0.0	MS00200	2011-07-27	GAZ:Japan	Nipponbare	28	22	0	Not applicable	Bulk soil Nipponbare MS00200	TRUE	60	60.0	True	EMP sample	Free-living	Non-saline	Soil (non-saline)	cropland biome	alluvial paddy field soil	soil	soil	biome	terrestrial biome	anthropogenic terrestrial biome	cropland biome	Not applicable	Not applicable	Japan	elongation	vegetative	c__Liliopsida	rice	f__Poaceae	g__Oryza	k__Viridiplantae	o__Poales	p__Streptophyta	Oryza sativa	s__Oryza_sativa	MS00200	sk__Eukaryota	4530	35.117	35.117	138.937	138.937	Pesticide sprayed 20110722 tricyclazole+(see attached sheet)	UCSDMI	TRUE	TRUE	Free-living	Non-saline	Soil (non-saline)	1642	soil metagenome	410658	soil	soil metagenome	Microbial community of the bulk soil and rhizosphere of rice plants over its lifecycle	rain	27	24
