sample_name	age	age_range	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	body_site_common	collection_timestamp	country	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	orig_sample_name	phase	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	taxon_id	title	treatment_group
1799.L1.L1	8.5	7-10	days	0.0	L1	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L1	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L1	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L10.L10	8.5	7-10	days	0.0	L10	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L10	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L10	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L2.L2	8.5	7-10	days	0.0	L2	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L2	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L2	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L3.L3	8.5	7-10	days	0.0	L3	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L3	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L3	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L4.L4	8.5	7-10	days	0.0	L4	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L4	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L4	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L5.L5	8.5	7-10	days	0.0	L5	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L5	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L5	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L6.L6	8.5	7-10	days	0.0	L6	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L6	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L6	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L7.L7	8.5	7-10	days	0.0	L7	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L7	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L7	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L8.L8	8.5	7-10	days	0.0	L8	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L8	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L8	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
1799.L9.L9	8.5	7-10	days	0.0	L9	UBERON:multi-cellular organism	UBERON:portion of organism substance	UBERON:multi-cellular organism	Gut	2013-02-07	GAZ:Puerto Rico	0	Gut collected during light period (ZT5) of a 12:12 Light-Dark cycle	true	454.38	454.38	True	EMP sample	Host-associated	Animal	Animal corpus	urban biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	Commonwealth of Puerto Rico	c__Insecta	fruit fly	f__Drosophilidae	g__Drosophila	k__Metazoa	o__Diptera	p__Arthropoda	Drosophila melanogaster	s__Drosophila_melanogaster	L9	sk__Eukaryota	7227	18.22	18.22	-66.59	-66.59	L9	light ZT5	UPR	true	true	Host-associated	Animal	Animal corpus	1799	gut metagenome	749906	fruit fly body	insect metagenome	female	1234904	Dominguez sleep deprived flies	Light
